,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation
6614,Croatia,2015.0,female,55-74 years,75.0,548940.0,13.66,"49,425,513,611",12351.0,Boomers
6615,Croatia,2015.0,female,35-54 years,51.0,576262.0,8.85,"49,425,513,611",12351.0,Generation X
6616,Croatia,2015.0,female,25-34 years,7.0,271005.0,2.58,"49,425,513,611",12351.0,Millenials
6617,Croatia,2015.0,female,15-24 years,6.0,236301.0,2.54,"49,425,513,611",12351.0,Millenials
6618,Croatia,2015.0,female,5-14 years,2.0,201507.0,0.99,"49,425,513,611",12351.0,Generation Z
6619,Croatia,2015.0,male,5-14 years,1.0,212625.0,0.47,"49,425,513,611",12351.0,Generation Z
6620,Croatia,2016.0,male,75+ years,104.0,134519.0,77.31,"51,338,524,831",12905.0,Silent
6621,Croatia,2016.0,male,55-74 years,187.0,480263.0,38.94,,12905.0,Boomers
6622,Croatia,2016.0,male,35-54 years,146.0,571003.0,25.57,"51,338,524,831",12905.0,Generation X
6623,Croatia,2016.0,male,25-34 years,48.0,274466.0,17.49,"51,338,524,831",12905.0,Millenials
6624,Croatia,2016.0,female,75+ years,40.0,246002.0,16.26,"51,338,524,831",12905.0,Silent
6625,Croatia,2016.0,female,55-74 years,69.0,551758.0,12.51,"51,338,524,831",12905.0,Boomers
6626,Croatia,2016.0,male,15-24 years,30.0,242287.0,12.38,"51,338,524,831",12905.0,Millenials
6627,Croatia,2016.0,female,35-54 years,47.0,570380.0,8.24,"51,338,524,831",12905.0,Generation X
6628,Croatia,2016.0,female,15-24 years,6.0,231038.0,2.6,"51,338,524,831",12905.0,Millenials
6629,Croatia,2016.0,female,25-34 years,6.0,265327.0,2.26,"51,338,524,831",12905.0,Millenials
6630,Cuba,1992.0,male,75+ years,227.0,188700.0,120.3,"22,085,858,243",2227.0,G.I. Generation
6631,Cuba,1992.0,male,55-74 years,347.0,652400.0,53.19,"22,085,858,243",2227.0,Silent
6632,Cuba,1992.0,female,75+ years,70.0,202100.0,34.64,"22,085,858,243",2227.0,G.I. Generation
6633,Cuba,1992.0,female,55-74 years,210.0,669000.0,31.39,"22,085,858,243",2227.0,Silent
6634,Cuba,1992.0,male,35-54 years,376.0,1246800.0,30.16,"22,085,858,243",2227.0,Boomers
6635,Cuba,1992.0,female,15-24 years,231.0,1040500.0,22.2,"22,085,858,243",2227.0,Generation X
6636,Cuba,1992.0,male,25-34 years,214.0,995700.0,21.49,"22,085,858,243",2227.0,Boomers
6637,Cuba,1992.0,female,35-54 years,256.0,1278000.0,20.03,"22,085,858,243",2227.0,Boomers
6638,Cuba,1992.0,female,25-34 years,183.0,989700.0,18.49,"22,085,858,243",2227.0,Boomers
6639,Cuba,1992.0,male,15-24 years,164.0,1085500.0,15.11,"22,085,858,243",2227.0,Generation X
6640,Cuba,1992.0,female,5-14 years,16.0,765100.0,2.09,"22,085,858,243",2227.0,Millenials
6641,Cuba,1992.0,male,5-14 years,5.0,802100.0,0.62,"22,085,858,243",2227.0,Millenials
6642,Cuba,1993.0,male,75+ years,257.0,192900.0,133.23,"22,367,254,865",2236.0,G.I. Generation
6643,Cuba,1993.0,male,55-74 years,382.0,666000.0,57.36,"22,367,254,865",2236.0,Silent
6644,Cuba,1993.0,female,75+ years,84.0,208800.0,40.23,"22,367,254,865",2236.0,G.I. Generation
6645,Cuba,1993.0,female,55-74 years,262.0,685000.0,38.25,"22,367,254,865",2236.0,Silent
6646,Cuba,1993.0,male,35-54 years,371.0,1255300.0,29.55,"22,367,254,865",2236.0,Boomers
6647,Cuba,1993.0,male,25-34 years,245.0,1042700.0,23.5,"22,367,254,865",2236.0,Boomers
6648,Cuba,1993.0,female,35-54 years,254.0,1289600.0,19.7,"22,367,254,865",2236.0,Boomers
6649,Cuba,1993.0,female,15-24 years,178.0,997100.0,17.85,"22,367,254,865",2236.0,Generation X
6650,Cuba,1993.0,female,25-34 years,179.0,1030700.0,17.37,"22,367,254,865",2236.0,Boomers
6651,Cuba,1993.0,male,15-24 years,152.0,1039900.0,14.62,"22,367,254,865",2236.0,
6652,,1993.0,female,5-14 years,7.0,779200.0,0.9,"22,367,254,865",2236.0,Millenials
6653,Cuba,1993.0,male,5-14 years,3.0,817000.0,0.37,"22,367,254,865",2236.0,Millenials
6654,Cuba,1994.0,male,75+ years,246.0,196500.0,125.19,"28,448,326,757",2820.0,G.I. Generation
6655,Cuba,1994.0,male,55-74 years,401.0,681200.0,58.87,"28,448,326,757",2820.0,Silent
6656,Cuba,1994.0,female,55-74 years,229.0,702600.0,32.59,"28,448,326,757",2820.0,Silent
6657,Cuba,1994.0,male,35-54 years,399.0,1269100.0,31.44,"28,448,326,757",2820.0,Boomers
6658,Cuba,1994.0,female,75+ years,61.0,214900.0,28.39,"28,448,326,757",2820.0,G.I. Generation
6659,Cuba,1994.0,male,25-34 years,252.0,1083200.0,23.26,"28,448,326,757",2820.0,Boomers
6660,Cuba,1994.0,female,35-54 years,235.0,1305600.0,18.0,"28,448,326,757",2820.0,Boomers
6661,Cuba,1994.0,female,15-24 years,152.0,951400.0,15.98,"28,448,326,757",2820.0,Generation X
6662,Cuba,1994.0,female,25-34 years,156.0,1065200.0,14.65,"28,448,326,757",2820.0,Boomers
6663,Cuba,1994.0,male,15-24 years,142.0,991900.0,14.32,"28,448,326,757",2820.0,Generation X
6664,Cuba,1994.0,female,5-14 years,4.0,794500.0,0.5,"28,448,326,757",2820.0,Millenials
6665,Cuba,1994.0,male,5-14 years,1.0,833200.0,0.12,"28,448,326,757",2820.0,Millenials
6666,Cuba,1995.0,male,75+ years,248.0,199400.0,124.37,"30,429,803,651",2993.0,G.I. Generation
6667,Cuba,1995.0,male,55-74 years,372.0,697500.0,53.33,"30,429,803,651",2993.0,Silent
6668,Cuba,1995.0,female,75+ years,68.0,219900.0,30.92,"30,429,803,651",2993.0,G.I. Generation
6669,Cuba,1995.0,male,35-54 years,374.0,1291700.0,28.95,"30,429,803,651",2993.0,Boomers
6670,Cuba,1995.0,male,25-34 years,276.0,1113600.0,24.78,"30,429,803,651",2993.0,Generation X
6671,Cuba,1995.0,female,55-74 years,171.0,722000.0,23.68,"30,429,803,651",2993.0,Silent
6672,Cuba,1995.0,female,35-54 years,241.0,1330000.0,18.12,"30,429,803,651",2993.0,Boomers
6673,Cuba,1995.0,female,15-24 years,162.0,906300.0,17.87,"30,429,803,651",2993.0,Generation X
6674,Cuba,1995.0,female,25-34 years,161.0,1090200.0,14.77,"30,429,803,651",2993.0,
6675,Cuba,1995.0,male,15-24 years,138.0,944700.0,14.61,"30,429,803,651",2993.0,Generation X
6676,Cuba,1995.0,female,5-14 years,10.0,806800.0,1.24,"30,429,803,651",2993.0,Millenials
6677,Cuba,1995.0,male,5-14 years,1.0,846300.0,0.12,"30,429,803,651",2993.0,Millenials
6678,Cuba,1996.0,male,75+ years,228.0,201400.0,113.21,"25,017,300,000",2443.0,G.I. Generation
6679,Cuba,1996.0,male,55-74 years,344.0,715100.0,48.11,"25,017,300,000",2443.0,Silent
6680,Cuba,1996.0,male,35-54 years,403.0,1324700.0,30.42,"25,017,300,000",2443.0,Boomers
6681,Cuba,1996.0,female,75+ years,61.0,223800.0,27.26,"25,017,300,000",2443.0,G.I. Generation
6682,Cuba,1996.0,male,25-34 years,249.0,1133100.0,21.98,"25,017,300,000",2443.0,Generation X
6683,Cuba,1996.0,female,55-74 years,157.0,743000.0,21.13,"25,017,300,000",2443.0,Silent
6684,Cuba,1996.0,female,35-54 years,201.0,1364200.0,14.73,"25,017,300,000",2443.0,Boomers
6685,Cuba,1996.0,male,15-24 years,128.0,899000.0,14.24,"25,017,300,000",2443.0,Generation X
6686,Cuba,1996.0,female,15-24 years,113.0,862100.0,13.11,"25,017,300,000",2443.0,Generation X
6687,Cuba,1996.0,female,25-34 years,121.0,1105100.0,10.95,"25,017,300,000",2443.0,Generation X
6688,Cuba,1996.0,female,5-14 years,7.0,815000.0,0.86,"25,017,300,000",2443.0,Millenials
6689,Cuba,1996.0,male,5-14 years,2.0,855100.0,0.23,"25,017,300,000",2443.0,Millenials
6690,Cuba,1997.0,male,75+ years,240.0,203095.0,118.17,"25,366,200,000",2472.0,G.I. Generation
6691,Cuba,1997.0,male,55-74 years,353.0,719479.0,49.06,"25,366,200,000",2472.0,Silent
6692,Cuba,1997.0,male,35-54 years,446.0,1376101.0,32.41,"25,366,200,000",2472.0,Boomers
6693,Cuba,1997.0,female,75+ years,65.0,252298.0,25.76,"25,366,200,000",2472.0,G.I. Generation
6694,Cuba,1997.0,male,25-34 years,246.0,1140753.0,21.56,"25,366,200,000",2472.0,Generation X
6695,Cuba,1997.0,female,55-74 years,162.0,754121.0,21.48,"25,366,200,000",2472.0,Silent
6696,Cuba,1997.0,female,35-54 years,216.0,1349406.0,16.01,"25,366,200,000",2472.0,Boomers
6697,Cuba,1997.0,male,15-24 years,111.0,842786.0,13.17,"25,366,200,000",2472.0,Generation X
6698,Cuba,1997.0,female,25-34 years,107.0,1109991.0,9.64,"25,366,200,000",2472.0,Generation X
6699,Cuba,1997.0,female,15-24 years,72.0,814728.0,8.84,"25,366,200,000",2472.0,Generation X
6700,Cuba,1997.0,female,5-14 years,6.0,829500.0,0.72,"25,366,200,000",2472.0,Millenials
6701,Cuba,1997.0,male,5-14 years,5.0,868234.0,0.58,"25,366,200,000",2472.0,Millenials
6702,Cuba,1998.0,male,75+ years,253.0,204881.0,123.49,"25,736,331,247",2497.0,G.I. Generation
6703,Cuba,1998.0,male,55-74 years,395.0,735235.0,53.72,"25,736,331,247",2497.0,Silent
6704,Cuba,1998.0,male,35-54 years,413.0,1427872.0,28.92,"25,736,331,247",2497.0,Boomers
6705,Cuba,1998.0,female,75+ years,72.0,256481.0,28.07,"25,736,331,247",2497.0,G.I. Generation
6706,Cuba,1998.0,female,55-74 years,172.0,769230.0,22.36,"25,736,331,247",2497.0,Silent
6707,Cuba,1998.0,male,25-34 years,232.0,1130866.0,20.52,"25,736,331,247",2497.0,Generation X
6708,Cuba,1998.0,female,35-54 years,215.0,1403788.0,15.32,,2497.0,Boomers
6709,Cuba,1998.0,male,15-24 years,104.0,800764.0,12.99,"25,736,331,247",2497.0,Generation X
6710,Cuba,1998.0,female,15-24 years,86.0,776306.0,11.08,"25,736,331,247",2497.0,Generation X
6711,Cuba,1998.0,female,25-34 years,108.0,1101108.0,9.81,,2497.0,Generation X
6712,Cuba,1998.0,male,5-14 years,4.0,870438.0,0.46,"25,736,331,247",2497.0,Millenials
6713,Cuba,1998.0,female,5-14 years,2.0,831009.0,0.24,"25,736,331,247",2497.0,Millenials
6714,Cuba,1999.0,male,75+ years,226.0,206274.0,109.56,"28,364,615,242",2741.0,G.I. Generation
6715,Cuba,1999.0,male,55-74 years,365.0,751707.0,48.56,"28,364,615,242",2741.0,Silent
6716,Cuba,1999.0,male,35-54 years,495.0,1481391.0,33.41,"28,364,615,242",2741.0,Boomers
6717,Cuba,1999.0,male,25-34 years,267.0,1112441.0,24.0,"28,364,615,242",2741.0,Generation X
6718,Cuba,1999.0,female,,182.0,784857.0,23.19,"28,364,615,242",2741.0,Silent
6719,Cuba,1999.0,female,75+ years,59.0,260459.0,22.65,"28,364,615,242",2741.0,G.I. Generation
6720,Cuba,1999.0,male,15-24 years,109.0,769092.0,14.17,"28,364,615,242",2741.0,Generation X
6721,Cuba,1999.0,female,35-54 years,182.0,1459750.0,12.47,"28,364,615,242",2741.0,Boomers
6722,Cuba,1999.0,female,15-24 years,64.0,747370.0,8.56,"28,364,615,242",2741.0,Generation X
6723,Cuba,1999.0,female,25-34 years,92.0,1083689.0,8.49,"28,364,615,242",2741.0,Generation X
6724,Cuba,1999.0,female,5-14 years,5.0,826609.0,0.6,"28,364,615,242",2741.0,Millenials
6725,Cuba,1999.0,male,5-14 years,4.0,866400.0,0.46,,2741.0,Millenials
6726,Cuba,2000.0,male,75+ years,204.0,207568.0,98.28,"30,565,400,000",2940.0,G.I. Generation
6727,Cuba,2000.0,male,55-74 years,318.0,769143.0,41.34,"30,565,400,000",2940.0,Silent
6728,Cuba,2000.0,male,35-54 years,432.0,1534285.0,28.16,"30,565,400,000",2940.0,Boomers
6729,Cuba,2000.0,male,25-34 years,248.0,1087049.0,22.81,"30,565,400,000",2940.0,Generation X
6730,Cuba,2000.0,female,75+ years,55.0,264516.0,20.79,"30,565,400,000",2940.0,G.I. Generation
6731,Cuba,2000.0,female,55-74 years,147.0,801109.0,18.35,"30,565,400,000",2940.0,Silent
6732,Cuba,2000.0,male,15-24 years,104.0,751198.0,13.84,"30,565,400,000",2940.0,Generation X
6733,Cuba,2000.0,female,35-54 years,175.0,1514492.0,11.56,"30,565,400,000",2940.0,Boomers
6734,Cuba,2000.0,female,25-34 years,104.0,1059128.0,9.82,"30,565,400,000",2940.0,Generation X
6735,Cuba,2000.0,female,15-24 years,51.0,730939.0,6.98,"30,565,400,000",2940.0,Generation X
6736,Cuba,2000.0,male,,4.0,859008.0,0.47,"30,565,400,000",2940.0,Millenials
6737,Cuba,2000.0,female,5-14 years,3.0,818774.0,0.37,"30,565,400,000",2940.0,Millenials
6738,Cuba,2001.0,male,75+ years,192.0,211923.0,90.6,"31,682,400,000",3037.0,Silent
6739,Cuba,2001.0,male,55-74 years,333.0,783077.0,42.52,"31,682,400,000",3037.0,Silent
6740,Cuba,2001.0,male,35-54 years,385.0,1583873.0,24.31,"31,682,400,000",3037.0,Boomers
6741,Cuba,2001.0,male,25-34 years,212.0,1054015.0,20.11,"31,682,400,000",3037.0,Generation X
6742,Cuba,2001.0,female,55-74 years,133.0,814327.0,16.33,"31,682,400,000",3037.0,Silent
6743,Cuba,2001.0,female,75+ years,44.0,270115.0,16.29,"31,682,400,000",3037.0,Silent
6744,Cuba,2001.0,male,15-24 years,76.0,746107.0,10.19,"31,682,400,000",3037.0,Millenials
6745,Cuba,2001.0,female,35-54 years,147.0,,9.38,"31,682,400,000",3037.0,Boomers
6746,Cuba,2001.0,female,25-34 years,74.0,1027578.0,7.2,"31,682,400,000",3037.0,Generation X
6747,Cuba,2001.0,female,15-24 years,48.0,725348.0,6.62,"31,682,400,000",3037.0,Millenials
6748,Cuba,2001.0,male,5-14 years,5.0,846361.0,0.59,"31,682,400,000",3037.0,Millenials
6749,Cuba,2001.0,female,5-14 years,3.0,804241.0,0.37,"31,682,400,000",3037.0,Millenials
6750,Cuba,2002.0,male,75+ years,198.0,216029.0,91.65,"33,590,500,000",3205.0,Silent
6751,Cuba,2002.0,male,55-74 years,291.0,798053.0,36.46,"33,590,500,000",3205.0,Silent
6752,Cuba,2002.0,male,35-54 years,400.0,1633177.0,24.49,"33,590,500,000",3205.0,Boomers
6753,Cuba,2002.0,female,75+ years,63.0,275561.0,22.86,"33,590,500,000",3205.0,Silent
6754,Cuba,2002.0,male,25-34 years,189.0,1015237.0,18.62,"33,590,500,000",3205.0,Generation X
6755,Cuba,2002.0,female,55-74 years,120.0,828394.0,14.49,"33,590,500,000",3205.0,Silent
6756,Cuba,2002.0,female,35-54 years,160.0,1617731.0,9.89,"33,590,500,000",3205.0,Boomers
6757,Cuba,2002.0,male,15-24 years,68.0,754841.0,9.01,"33,590,500,000",3205.0,Millenials
6758,Cuba,2002.0,female,25-34 years,84.0,989884.0,8.49,"33,590,500,000",3205.0,Generation X
6759,Cuba,2002.0,female,15-24 years,29.0,732476.0,3.96,"33,590,500,000",3205.0,Millenials
6760,Cuba,2002.0,,5-14 years,3.0,787170.0,0.38,"33,590,500,000",3205.0,Millenials
6761,Cuba,2002.0,male,5-14 years,1.0,830862.0,0.12,"33,590,500,000",3205.0,Millenials
6762,Cuba,2003.0,male,75+ years,194.0,219899.0,88.22,"35,901,200,000",3409.0,Silent
6763,Cuba,2003.0,male,55-74 years,289.0,814547.0,35.48,"35,901,200,000",3409.0,Silent
6764,Cuba,2003.0,male,35-54 years,404.0,1681089.0,24.03,"35,901,200,000",3409.0,Boomers
6765,Cuba,2003.0,male,25-34 years,174.0,972263.0,17.9,"35,901,200,000",3409.0,Generation X
6766,Cuba,2003.0,female,75+ years,45.0,280928.0,16.02,"35,901,200,000",3409.0,Silent
6767,Cuba,2003.0,female,55-74 years,121.0,843896.0,14.34,"35,901,200,000",3409.0,Silent
6768,Cuba,2003.0,female,35-54 years,132.0,1667152.0,7.92,"35,901,200,000",3409.0,Boomers
6769,Cuba,2003.0,male,15-24 years,61.0,772368.0,7.9,"35,901,200,000",3409.0,Millenials
6770,Cuba,2003.0,female,25-34 years,43.0,947698.0,4.54,"35,901,200,000",3409.0,Generation X
6771,Cuba,2003.0,female,15-24 years,31.0,747567.0,4.15,"35,901,200,000",3409.0,Millenials
6772,Cuba,2003.0,male,5-14 years,4.0,814251.0,0.49,"35,901,200,000",3409.0,Millenials
6773,Cuba,2003.0,female,5-14 years,1.0,769416.0,0.13,"35,901,200,000",3409.0,Millenials
6774,Cuba,2004.0,male,75+ years,187.0,223380.0,83.71,"38,203,000,000",3611.0,Silent
6775,Cuba,2004.0,male,55-74 years,326.0,833139.0,39.13,"38,203,000,000",3611.0,Silent
6776,Cuba,2004.0,male,35-54 years,416.0,1726038.0,24.1,"38,203,000,000",3611.0,Boomers
6777,Cuba,2004.0,male,25-34 years,149.0,927154.0,16.07,"38,203,000,000",3611.0,Generation X
6778,Cuba,2004.0,female,55-74 years,127.0,861682.0,14.74,"38,203,000,000",3611.0,Silent
6779,Cuba,2004.0,female,75+ years,40.0,286074.0,13.98,"38,203,000,000",3611.0,Silent
6780,Cuba,2004.0,female,35-54 years,135.0,1713275.0,7.88,"38,203,000,000",3611.0,Boomers
6781,Cuba,2004.0,male,,61.0,790502.0,7.72,"38,203,000,000",3611.0,Millenials
6782,Cuba,2004.0,female,25-34 years,44.0,903292.0,4.87,"38,203,000,000",3611.0,Generation X
6783,Cuba,2004.0,female,15-24 years,23.0,762761.0,3.02,"38,203,000,000",3611.0,
6784,Cuba,2004.0,male,5-14 years,5.0,798394.0,0.63,"38,203,000,000",3611.0,Millenials
6785,Cuba,2004.0,female,5-14 years,2.0,753010.0,0.27,"38,203,000,000",3611.0,Millenials
6786,Cuba,2005.0,male,75+ years,191.0,226455.0,84.34,"42,643,836,075",4017.0,Silent
6787,Cuba,2005.0,male,55-74 years,269.0,854212.0,31.49,"42,643,836,075",4017.0,Silent
6788,Cuba,2005.0,male,35-54 years,387.0,1767040.0,21.9,"42,643,836,075",4017.0,Boomers
6789,Cuba,2005.0,female,75+ years,47.0,291039.0,16.15,"42,643,836,075",4017.0,Silent
6790,Cuba,2005.0,male,25-34 years,136.0,882091.0,15.42,"42,643,836,075",4017.0,Generation X
6791,Cuba,2005.0,female,55-74 years,117.0,882355.0,13.26,"42,643,836,075",4017.0,Silent
6792,Cuba,2005.0,male,15-24 years,56.0,803964.0,6.97,"42,643,836,075",4017.0,Millenials
6793,Cuba,2005.0,female,35-54 years,114.0,1755272.0,6.49,"42,643,836,075",,Boomers
6794,Cuba,2005.0,female,15-24 years,36.0,772943.0,4.66,"42,643,836,075",4017.0,Millenials
6795,Cuba,2005.0,female,25-34 years,34.0,858988.0,3.96,"42,643,836,075",4017.0,Generation X
6796,Cuba,2005.0,male,5-14 years,7.0,783620.0,0.89,"42,643,836,075",4017.0,Millenials
6797,Cuba,2005.0,female,5-14 years,3.0,738427.0,0.41,"42,643,836,075",4017.0,Millenials
6798,Cuba,2006.0,male,75+ years,205.0,234264.0,87.51,"52,742,800,000",4951.0,Silent
6799,Cuba,2006.0,male,55-74 years,318.0,875342.0,36.33,"52,742,800,000",4951.0,Silent
6800,Cuba,2006.0,male,35-54 years,388.0,1804028.0,21.51,"52,742,800,000",4951.0,Boomers
6801,Cuba,2006.0,male,25-34 years,138.0,838869.0,16.45,"52,742,800,000",4951.0,Generation X
6802,Cuba,2006.0,female,75+ years,39.0,301101.0,12.95,"52,742,800,000",4951.0,Silent
6803,Cuba,2006.0,female,55-74 years,91.0,903899.0,10.07,"52,742,800,000",4951.0,Silent
6804,Cuba,2006.0,male,15-24 years,52.0,815065.0,6.38,"52,742,800,000",4951.0,Millenials
6805,Cuba,2006.0,female,35-54 years,98.0,1794025.0,5.46,"52,742,800,000",4951.0,Boomers
6806,Cuba,2006.0,female,25-34 years,27.0,816467.0,3.31,"52,742,800,000",4951.0,Generation X
6807,Cuba,2006.0,female,15-24 years,17.0,781124.0,2.18,"52,742,800,000",,Millenials
6808,Cuba,2006.0,male,5-14 years,2.0,767105.0,0.26,"52,742,800,000",4951.0,Millenials
6809,Cuba,2006.0,female,5-14 years,1.0,722349.0,0.14,"52,742,800,000",4951.0,Millenials
6810,Cuba,2007.0,male,75+ years,186.0,241393.0,77.05,"58,603,900,000",5488.0,Silent
6811,Cuba,2007.0,male,55-74 years,329.0,899694.0,36.57,"58,603,900,000",5488.0,Silent
6812,Cuba,2007.0,male,35-54 years,370.0,1836069.0,20.15,"58,603,900,000",5488.0,Boomers
6813,Cuba,2007.0,female,75+ years,49.0,310509.0,15.78,"58,603,900,000",5488.0,Silent
6814,Cuba,2007.0,male,25-34 years,105.0,795644.0,13.2,"58,603,900,000",5488.0,Generation X
6815,Cuba,2007.0,female,55-74 years,87.0,929079.0,9.36,"58,603,900,000",5488.0,Silent
6816,Cuba,2007.0,male,15-24 years,49.0,821914.0,5.96,"58,603,900,000",5488.0,Millenials
6817,Cuba,2007.0,female,35-54 years,93.0,1827402.0,5.09,"58,603,900,000",5488.0,Boomers
6818,Cuba,2007.0,female,25-34 years,22.0,774006.0,2.84,"58,603,900,000",5488.0,Generation X
6819,Cuba,2007.0,female,15-24 years,15.0,784753.0,1.91,"58,603,900,000",5488.0,Millenials
6820,Cuba,2007.0,male,5-14 years,2.0,750899.0,0.27,"58,603,900,000",5488.0,Generation Z
6821,Cuba,2007.0,female,5-14 years,0.0,706661.0,0.0,"58,603,900,000",5488.0,Generation Z
6822,Cuba,2008.0,male,75+ years,199.0,248256.0,80.16,"60,806,300,000",5686.0,Silent
6823,Cuba,2008.0,male,55-74 years,320.0,925603.0,34.57,"60,806,300,000",5686.0,Silent
6824,Cuba,2008.0,male,35-54 years,407.0,1862869.0,21.85,"60,806,300,000",5686.0,Boomers
6825,Cuba,2008.0,female,55-74 years,130.0,956092.0,13.6,"60,806,300,000",5686.0,Silent
6826,Cuba,2008.0,male,25-34 years,89.0,756363.0,11.77,"60,806,300,000",5686.0,Generation X
6827,Cuba,2008.0,female,75+ years,37.0,319741.0,11.57,"60,806,300,000",5686.0,Silent
6828,Cuba,2008.0,male,15-24 years,51.0,824271.0,6.19,"60,806,300,000",5686.0,Millenials
6829,Cuba,2008.0,female,35-54 years,99.0,1855207.0,5.34,"60,806,300,000",5686.0,Boomers
6830,Cuba,2008.0,female,15-24 years,24.0,783884.0,3.06,"60,806,300,000",5686.0,Millenials
6831,Cuba,2008.0,female,25-34 years,18.0,735356.0,2.45,"60,806,300,000",5686.0,Generation X
6832,Cuba,2008.0,female,5-14 years,2.0,691240.0,0.29,"60,806,300,000",5686.0,Generation Z
6833,Cuba,2008.0,male,5-14 years,1.0,734932.0,0.14,"60,806,300,000",5686.0,Generation Z
6834,Cuba,2009.0,male,75+ years,210.0,255440.0,82.21,"62,080,000,000",5797.0,Silent
6835,Cuba,2009.0,male,55-74 years,318.0,950445.0,33.46,"62,080,000,000",5797.0,Silent
6836,Cuba,2009.0,male,35-54 years,428.0,1884290.0,22.71,"62,080,000,000",5797.0,Boomers
6837,Cuba,2009.0,male,25-34 years,122.0,726718.0,16.79,"62,080,000,000",5797.0,Generation X
6838,Cuba,2009.0,female,75+ years,44.0,329543.0,13.35,"62,080,000,000",5797.0,Silent
6839,Cuba,2009.0,female,55-74 years,131.0,982121.0,13.34,"62,080,000,000",5797.0,Silent
6840,Cuba,2009.0,male,15-24 years,62.0,822661.0,7.54,"62,080,000,000",5797.0,Millenials
6841,Cuba,2009.0,female,35-54 years,123.0,1877452.0,6.55,"62,080,000,000",5797.0,Boomers
6842,Cuba,2009.0,female,25-34 years,23.0,705886.0,3.26,"62,080,000,000",5797.0,Generation X
6843,Cuba,2009.0,female,15-24 years,12.0,779355.0,1.54,"62,080,000,000",5797.0,Millenials
6844,Cuba,2009.0,female,5-14 years,3.0,675592.0,0.44,"62,080,000,000",5797.0,Generation Z
6845,Cuba,2009.0,male,5-14 years,1.0,718727.0,0.14,"62,080,000,000",5797.0,Generation Z
6846,Cuba,2010.0,male,75+ years,206.0,263320.0,78.23,"64,328,000,000",5997.0,Silent
6847,Cuba,2010.0,male,55-74 years,374.0,972763.0,38.45,"64,328,000,000",5997.0,Silent
6848,Cuba,2010.0,male,35-54 years,476.0,1899890.0,25.05,"64,328,000,000",5997.0,Generation X
